Company/Brand,Sector,Amount($),HeadQuarter,Year,Investor
MedPrime Technologies,HealthCare,3000000.0,Thane,2021,"Mumbai Angels Network, Social Alpha"
infra,Construction,125000000.0,Thane,2021,Tiger Global
CollegeDekho,E-learning,35000000.0,Gurugram,2021,"Disrupt ADQ, QIC"
BOX8,Food & Beverages,40000000.0,Mumbai,2021,Tiger Global
Simpl,Consumer Services,40000000.0,Bengaluru,2021,"Valar Ventures, IA Ventures"
8i Ventures,Unknown,50000000.0,Mumbai,2021,Venture Capital & Private Equity
PayGlocal,Financial Services,4900000.0,Bengaluru,2021,Sequoia Capital India
Curefit,HealthCare,145000000.0,Bengaluru,2021,Zomato
Pocket FM,OTT,22000000.0,Bengaluru,2021,"Lightspeed, Times Group, Tanglin Venture Partners"
CHARGE+ZONE,Automotive,10000000.0,Vadodara,2021,Venture Catalysts
PlanetSpark,Education Management,13000000.0,Gurugram,2021,"Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni"
LenDenClub,Financial Services,10000000.0,Mumbai,2021,"Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund"
CometChat,Computer Software,10000000.0,Mumbai,2021,Signal Peak Ventures
AgroStar,AgriTech,70000000.0,Pune,2021,"Evolvence, Hero Enterprise"
Bizongo,Information Technology & Services,100000000.0,Mumbai,2021,Tiger Global
Probus Insurance,Insurance,6700000.0,Mumbai,2021,BlueOrchard Impact Investment Managers
MoEngage,Software Startup,30000000.0,Bengaluru,2021,Steadview Capital
CloudSEK,Computer & Network Security,7000000.0,Bengaluru,2021,MassMutual Ventures
Exponent Energy,Automotive,5000000.0,Bengaluru,2021,YourNest VC
Trinkerr,Capital Markets,6600000.0,Bengaluru,2021,Accel India
Zorro,Social network,32000000.0,Gurugram,2021,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose"
Ultraviolette,Automotive,150000000.0,Bengaluru,2021,"TVS Motor, Zoho"
NephroPlus,Hospital & Health Care,24000000.0,Hyderabad,2021,IIFL Asset Management
Unremot,Information Technology & Services,700000.0,Bengaluru,2021,Inflection Point Ventures
FanAnywhere,Financial Services,3000000.0,Bengaluru,2021,"Oasis Capital, Scorpio VC, DeltaHub Capital"
PingoLearn,E-learning,200000.0,Pune,2021,"Titan Capital, Haresh Chawla, AngelList Syndicate"
Spry,Music,1500000.0,Mumbai,2021,"9Unicorns, Ashneer Grover"
Enmovil,Information Technology & Services,1300000.0,Hyderabad,2021,Anicut Angel Fund
ASQI Advisors,Financial Services,1000000.0,Mumbai,2021,Founders Room Capital
Insurance Samadhan,Insurance,725000.0,New Delhi,2021,"9Unicorns, ZNL"
Evenflow Brands,Consumer Goods,500000.0,Mumbai,2021,Unknown
MasterChow,Food & Beverages,461000.0,Hauz Khas,2021,WEH Ventures
Fullife Healthcare,Pharmaceuticals,22000000.0,Unknown,2021,Morgan Stanley Private Equity Asia
MoEVing,Unknown,5000000.0,Gurugram,2021,"Anshuman Maheshwary, Dr Srihari Raju Kalidindi"
Pristyn Care,Hospital & Health Care,96000000.0,Gurugram,2021,"Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal"
Plix,HealthCare,5000000.0,Mumbai,2021,"Guild Capital, RPSG Capital Ventures"
Uni Cards,Financial Services,70000000.0,Bengaluru,2021,"General Catalyst, Eight Roads Ventures, Elevation Capital"
Practically,E-learning,5000000.0,Hyderabad,2021,"NB Ventures, Earlsfield Capital"
Nestasia,Retail,4000000.0,Kolkata,2021,"Varun Alagh, Sahil Barua"
Vedic Cosmeceuticals,Cosmetics,32000000.0,Noida,2021,Sixth Sense Ventures
Juspay,FinTech,60000000.0,Bengaluru,2021,SoftBank Vision Fund 2
TranZact,Information Technology & Services,7000000.0,Mumbai,2021,"Tribe Capital, Prime Venture Partners"
Atomberg,Consumer Electronics,20000000.0,Mumbai,2021,Jungle Ventures
Ola,Mobility,500000000.0,Bengaluru,2021,Marquee international institutional investors
Mohalla Tech,Social media,266000000.0,Bengaluru,2021,Alkeon Capital
Stack,Financial Services,4500000.0,Bengaluru,2021,"Y Combinator, Harvard Management"
PropReturns,Real Estate,1200000.0,Mumbai,2021,"Y Combinator﻿, ﻿Goodwater Capital"
WeSkill,E-learning,4000000.0,Gurugram,2021,"Shrishti Sahu, Umang Vohra"
Fitpage,HealthCare,300000.0,Mumbai,2021,"Astra Ventures, Gaurav Jaitly"
ShopMyLooks,Digital platform,200000.0,Noida,2021,"Capital A, Collective Artists Network"
ByteLearn,E-learning,9500000.0,Noida,2021,"Aditya Singhal, Nishant Sinha"
Dista,Computer Software,1200000.0,Pune,2021,Pentathlon Ventures
OfBusiness,Financial Services,325000000.0,Gurugram,2021,"Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II"
Bizongo,B2B Ecommerce,100000000.0,Mumbai,2021,Tiger Global
FRND,Online Media,6500000.0,Bengaluru,2021,KRAFTON
Metadome,Computer Software,4000000.0,Bengaluru,2021,"Chiratae Ventures, Lenskart Vision Fund"
Keka HR,Information Technology & Services,1600000.0,Hyderabad,2021,Recur Club
The Gourmet Jar,Food & Beverages,150000.0,Noida,2021,DevX Venture Fund
Flo Mobility,Industrial Automation,400000.0,Bengaluru,2021,"DevX Venture Fund, Blume Founder Fund"
Yodacart,E-commerce,225000.0,Thane,2021,Ajith Daneil
TheHouseMonk,Real Estate,5000000.0,Bengaluru,2021,Aurum Proptech
Zepto,E-commerce,100000000.0,Bengaluru,2021,Y-Combinator
Sirona Hygiene,HealthCare,10000000.0,New Delhi,2021,The Good Glamm Group
Jumbotail,B2B Ecommerce,85000000.0,Bengaluru,2021,Invus
Captain Fresh,Logistics & Supply Chain,40000000.0,Bengaluru,2021,"Tiger Global, Prosus Ventures"
Deciwood,Consumer Electronics,200000.0,New Delhi,2021,"Shuru Up, Ankit Kedia, Arun Gupta"
Kohbee,E-learning,235000.0,Bengaluru,2021,"Ankit Mehrotra, Saurabh Aggarwal"
Perfora,Consumer Goods,260000.0,Gurugram,2021,Sauce.vc
Unbox Robotics,Logistics & Supply Chain,7000000.0,Pune,2021,"3one4 Capital, Sixth Sense Ventures"
Ninety One,Consumer Goods,30000000.0,Ahmedabad,2021,A91 Partners
Gobillion,Social commerce,2900000.0,New Delhi,2021,"YCombinator, Justin Mateen, Pioneer Fund"
RIPPLR,Logistics & Supply Chain,12000000.0,Bengaluru,2021,"Sojitz Corporation, Stride Ventures"
SK Finance,Financial Services,53000000.0,Jaipur,2021,"IIFL Wealth, TPG Growth, Norwest Venture Partners"
Eggoz,Food & Beverages,3500000.0,Gurugram,2021,"Nabventures, Avaana Capital"
Fabriclore,Apparel & Fashion,700000.0,Jaipur,2021,"Fluid Ventures, Mulberry Silks"
Veefin,Information Technology & Services,3000000.0,Mumbai,2021,Rajesh Rajendran
Verandah,Apparel & Fashion,1000000.0,Mumbai,2021,"Mike Novogratz, Neeraj Arora"
Karkinos Healthcare,Hospital & Health Care,3000000.0,Mumbai,2021,Reliance Digital Health
OWO Technologies,Food & Beverages,3000000.0,Gurugram,2021,Unknown
EsportsXO,Mobile Games,1100000.0,Bengaluru,2021,We Founder Circle
Zorgers,Hospital & Health Care,3000000.0,Mohali,2021,Ritu Marya Family Office.
BangDB,Computer Software,3000000.0,Bengaluru,2021,Ten Innovate
Neobank Jupiter,Banking,86000000.0,Mumbai,2021,"Tiger Global, Sequoia Capital"
Skippi Ice Pops,Food Production,130000.0,Hyderabad,2021,Shark Tank India
Glii,Dating,10000.0,Noida,2021,We Founder Circle
GlobalBees,E-commerce,111000000.0,New Delhi,2021,"Premji Invest, Steadview Capital"
Mamaearth,HealthCare,37000000.0,Gurugram,2021,Sequoia
SecureNow,Insurance,6000000.0,Gurugram,2021,Apis Insurtech Fund I
Vendor Infra,Construction,265000.0,Gurugram,2021,"SK Tripathi, Sanjeev Gupta"
Hakuna Matata,Information Technology & Services,1000000.0,Chennai,2021,Hardcastle Petrofer
OneCard,Financial Services,76000000.0,Pune,2021,"Ocean View Investment, QED Fund"
Doubtnut,EdTech,30000000.0,Gurugram,2021,"Omidyar Network, Tencent Holdings"
Hubhopper,Podcast,3000000.0,New Delhi,2021,"ITI Growth Opportunities Fund, Unit-E Ventures"
Infra,Construction,100000000.0,Thane,2021,"InnoVen Capital, Nexus Venture Partners"
Comofi Medtech,HeathTech,200000.0,Bengaluru,2021,CIIE.CO
Battery Smart,Battery,3000000.0,New Delhi,2021,Orios Venture Partners
Kutuki,EdTech,2000000.0,Bengaluru,2021,Omidyar Network India
Onelife,HealthCare,3000000.0,Mumbai,2021,Wipro venture capital arm
Eupheus,EdTech,4000000.0,New Delhi,2021,"Yuj Ventures, Sixth Sense Ventures"
KreditBee,FinTech,75000000.0,Bengaluru,2021,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital"
Pencil,Content publishing,1000000.0,Mumbai,2021,"Inflection Point Ventures, SucSEED Venture Partners"
Aisle,Dating,3000000.0,Bengaluru,2021,"Anas Rahman Junaid, Vinod Jose"
Marquee Equity,FinTech,3800000.0,Mumbai,2021,"Capital One, Arrowroot Capital"
UptimeAI,AI,1500000.0,Bengaluru,2021,YourNest Venture Capital
WizKlub,EdTech,800000.0,Bengaluru,2021,Incubate Fund India
Zolve,FinTech,15000000.0,Bengaluru,2021,"Kunal Shah, Greg Kidd"
MediBuddy,EdTech,3000000.0,Bengaluru,2021,"InnoVen Capital, TEAMFund"
Pariksha,EdTech,2000000.0,Pune,2021,"Venture Catalysts, 9Unicorns Accelerator Fund"
Express Stores,E-commerce,1000000.0,Gurugram,2021,"Venture Highway, Rohit Bansal"
Avataar Ventures,FinTech,100000000.0,Bengaluru,2021,Unknown
Zingbus,Transportation,3000000.0,Haryana,2021,"Venture Catalysts, 9Unicorns Accelerator Fund"
Phable,HealthTech,12000000.0,Bengaluru,2021,"Fresco Capital, Social Starts"
Codingal,EdTech,3000000.0,Bengaluru,2021,"Y Combinator, Rebright Partners"
Supply6,Helathcare,100000.0,Bengaluru,2021,"Rohit Goutamchand, India CXO Fund"
Swajal,Water purification,1600000.0,Gurugram,2021,"Rajasthan Venture Capital Fund, ACPL Exports"
BharatPe,FinTech,100000000.0,New Delhi,2021,"Amplo, Insight Partners"
Filo,EdTech,260000.0,New Delhi,2021,Better Capital
Method & Madness,Real Estate,2000000.0,Mumbai,2021,Justin Mateen
EduFund,FinTech,300000.0,Gujarat,2021,View Trade Holding Corp
Pepperfry,E-commerce,30000000.0,Mumbai,2021,"InnoVen Capital, Bertelsmann India Investments"
Zingavita,HealthTech,400000.0,Chandigarh,2021,Anicut Angel Fund
Hypd Store,Content commerce,3000000.0,New Delhi,2021,ScoopWhoop
VerSe Innovation,Innovation Management,1000000000.0,Bengaluru,2021,"Canaan Valley Capital, Glade Brook Capital Partners"
Supersourcing,Software company,200000.0,Indore,2021,"Vijay Shekhar Sharma, Dr Ritesh Malik"
AutomataPi,Automation,400000.0,Powai,2021,Indian Angel Network
Newton School,EdTech,5000000.0,Bengaluru,2021,"RTP Global, Harshil Mathur"
TenderCuts,Food Industry,15000000.0,Chennai,2021,"Paragon Partners, NABVENTURES"
Siply,FinTech,1000000.0,Bengaluru,2021,Inflection Point Ventures
SarvaGram,FinTech,10000000.0,Mumbai,2021,Elevation Capital
Unlu,Celebrity Engagement,1000000.0,Gurugram,2021,EXPERT DOJO
GlobalFair,Trading platform,2000000.0,Gurugram,2021,"Saama Capital, India Quotient"
Eduvanz,FinTech,10000000.0,Mumbai,2021,"InCred Financial Services, Vivriti Capital, Northern Arc Capital"
OwO,E-commerce,200000.0,Gurugram,2021,ah! Ventures
Progcap,FinTech,1000000.0,New Delhi,2021,"Somak Ghosh, M V Nair"
ABL Workspaces,Hospitality,600000.0,New Delhi,2021,Wurk
Nazara Technologies,Gaming,10000000.0,Mumbai,2021,"Plutus Wealth Management, Turtle Entertainment"
Scentials,Personal Care,6000000.0,Mumbai,2021,"Ambiga Subramanian, Goutham Ekollu"
SplashLearn,EdTech,18000000.0,Gurugram,2021,"Accel, Owl Ventures"
Maya,HealthTech,2200000.0,Bengaluru,2021,Rajan Anadan
GoTo,Transportation,150000.0,Ghaziabad,2021,Jesse Lucas
MediBuddy,HealthTech,40000000.0,Bengaluru,2021,"IDFC Private Equity, Bessemer Venture Partners"
Zetwerk,E-commerce,120000000.0,Bengaluru,2021,"Sequoia Capital India, Accel"
Remedico,HealthCare,500000.0,Hyderabad,2021,"Venture Catalysts, Tahseen Consulting"
PrepBytes,EdTech,3000000.0,Gurugram,2021,Equanimity Ventures
SATYA MicroCapital,FinTech,20000000.0,New Delhi,2021,"BlueOrchard Finance S A, Gojo & Company"
YourPhysio,HealthTech,350000.0,Nagpur,2021,"Better Capital, Titan Capital"
Aviom Housing Finance,FinTech,1000000.0,New Delhi,2021,Gojo & Company
Hemp Horizons,Cannabis startup,200000.0,Noida,2021,Mumbai Angels
MPL,Gaming,95000000.0,Bengaluru,2021,"Pegasus Tech Ventures, Base Partners"
Koo,Blogging,4100000.0,Bengaluru,2021,"3one4 Capital, Accel"
InnerHour,HealthCare,5200000.0,Mumbai,2021,"Hitesh Oberoi, Lightbox"
Origo,AgriTech,10000000.0,Gurugram,2021,YES Bank
ExMyB,Consulting,3000000.0,Gurugram,2021,Campus Fund
Elucidata,BioTechnology,5000000.0,New Delhi,2021,Hyperplane Venture Capital
Saveo,HealthTech,4000000.0,Bengaluru,2021,"Matrix Partners India, RTP Global"
Qin1,EdTech,3000000.0,Noida,2021,Venture Catalysts
DotPe,FinTech,8000000.0,Gurugram,2021,"Info Edge, Ruizheng Investment"
Taskmo,B2B Marketplace,1400000.0,Bengaluru,2021,Quess Corp India
MasterMentors,EdTech,1500000.0,West Bengal,2021,Unknown
KIKO TV,E-commerce,3000000.0,Mumbai,2021,"Sunil Kumar Singhvi, 9Unicorns Accelerator Fund"
Quali55Care,HealthCare,3000000.0,Mumbai,2021,India Accelerator’s Angel Investor Network
Ruptok,FinTech,10000000.0,New Delhi,2021,Wurk
RevFin,FinTech,3000000.0,New Delhi,2021,Shell Foundation
SeeVC,Tech,1000000.0,New Delhi,2021,Jimmy Singh
Junio,EdTech,1000000.0,New Delhi,2021,"Kunal Shah, Deepak Abbot"
VenWiz,B2B service,300000.0,Bengaluru,2021,"Accel, Nexus Venture"
Vista Rooms,Hospitality,1000000.0,Mumbai,2021,"Singapore Angel Network, Artha India Ventures"
Makers Hive,Tech,9000000.0,Hyderabad,2021,"Starfish Growth Partners, Investpad"
Headfone,Social audio,3000000.0,Bengaluru,2021,Hashed
Zouk,Fashion and lifestyle,3000000.0,Mumbai,2021,Titan Capital
MPL,Gaming,5000000.0,Bengaluru,2021,"Pegasus Tech Ventures, Base Partners"
GrowFix,FinTech,2000000.0,Bengaluru,2021,"Zerodha's Rainmatter Capital, Better Capital"
Bombay Shaving Company,Fashion and lifestyle,6000000.0,New Delhi,2021,"Sixth Sense Ventures, Colgate Palmolive"
Dunzo,Delivery service,40000000.0,Bengaluru,2021,"Lightbox, Evolvence India Fund"
BeyondSkool,EdTech,2000000.0,Mumbai,2021,Tomorrow Capital
Mindler,EdTech,1000000.0,New Delhi,2021,"Inflection Point Ventures, DLabs"
Fashinza,B2B Manufacturing,2600000.0,Gurugram,2021,"Accel Partners, Elevation Capital"
BharatPe,FinTech,6000000.0,New Delhi,2021,"InnoVen Capital, Steadview Capital"
Turnip,Gaming,1600000.0,Bengaluru,2021,Elevation Capital
Furlenco,Home Decor,2000000.0,Bengaluru,2021,BlackSoil Capital
Inficold,Solar,900000.0,New Delhi,2021,Shell Foundation
KIWI,TAAS,250000.0,New Delhi,2021,"PointOne Capital, Core91 VC"
Digit Insurance,FinTech,3000000.0,Bengaluru,2021,"A91 Partners, Faering Capital"
BharatPe,FinTech,10000000.0,New Delhi,2021,"InnoVen Capital, Steadview Capital"
MFine,HealthCare,16000000.0,Bengaluru,2021,"Blockchain Capital, SBI Ven Capital"
Udayy,EdTech,2500000.0,Gurugram,2021,Alpha Wave Incubation
Lohum,EV,7000000.0,Noida,2021,"Baring Private Equity Partners India, Talbros"
Darwinbox,HR Tech,15000000.0,Hyderabad,2021,"Sequoia Capital India, 3one4 Capital"
DeHaat,AgriTech,30000000.0,Patna,2021,"Prosus Ventures, RTP Global"
Samunnati,AgriTech,10000000.0,Chennai,2021,"U.S. International Development Finance Corp, responsAbility"
Biconomy,Blockchain startup,1500000.0,New Delhi,2021,"Binance Labs, Zee Prime Capital"
True Elements,Food & Beverages,1000000.0,Pune,2021,RP-Sanjiv Goenka Group
Siply,FinTech,1000000.0,Bengaluru,2021,Inflection Point Ventures
Nao Spirits & Beverages Pvt Ltd,Beverages,2000000.0,New Delhi,2021,Unknown
PurpleTutor,EdTech,300000.0,Mumbai,2021,IvyCap Ventures
Karkhana,Manufacturing startup,1500000.0,Mumbai,2021,Zone Startups In
SSA Finserv,FinTech,3000000.0,Mumbai,2021,Blue Ashva Capital
CoinSwitch Kuber,Cryptocurrency,15000000.0,Bengaluru,2021,"Ribbit Capital, Kunal Shah"
Paperfly,E-commerce,11000000.0,Bengaluru,2021,Ecom Express
Infra,E-commerce,6000000.0,Thane,2021,InnoVen Capital
ReadyAssist,Vehicle repair startup,1000000.0,Bengaluru,2021,Satish Grampurohit
Chalo,IT,7000000.0,Mumbai,2021,"Amit Singhal, Raine Ventures"
Udaan,E-commerce,280000000.0,Bengaluru,2021,"Octahedron Capital, Moonstone Capital"
Unacademy,EdTech,50000000.0,Bengaluru,2021,"Tiger Global, Dragoneer Investment Group, Steadview Capital, General Atlantic"
Ergos,AgriTech,3000000.0,Samsitpur,2021,"CDC Group, Aavishkaar Venture Capital"
Bolkar,Social network,3000000.0,Bengaluru,2021,"GSF, Pras Hanuma"
Wright Research,Advisory firm,3000000.0,Mumbai,2021,"Ajat Hukkoo, Piyush Chaplot"
Knocksense,Media,200000.0,Lucknow,2021,"Mumbai Angels, Amitesh Pandey"
Pariksha,EdTech,1800000.0,Pune,2021,"Venture Catalysts, 9Unicorns Accelerator Fund"
Toothsi,HealthCare,5000000.0,Mumbai,2021,Think Investments
Jumbotail,Food & Beverages,14300000.0,Bengaluru,2021,"Nexus Venture Partners, 23 High Networth Individuals (HNIs)"
Phi Commerce,FinTech,4000000.0,Pune,2021,"Yatra Angel Network, BEENEXT"
Zupee,Gaming,10000000.0,Gurugram,2021,"Orios Venture Partners, Matrix Partners India"
Oneiric Gaming,Gaming,3000000.0,Chandigarh,2021,Trishneet Arora
Finsall,Insuretech,300000.0,Bengaluru,2021,Unicorn India Ventures
Legalwiz,Legaltech,500000.0,Ahmedabad,2021,ContCentric
Practically,EdTech,4000000.0,Telangana,2021,Siana Capital
Cred,FinTech,81000000.0,Bengaluru,2021,"DST Global, General Catalyst"
Devic Earth,Pollution control equiptment,1000000.0,Bengaluru,2021,Blue Ashva Capital
Zerone,FinTech,1300000.0,Gurugram,2021,Anthill Ventures
boAt,Fashion & Lifestyle,100000000.0,Mumbai,2021,"InnoVen Capital, InnoVen Capita"
Pocket Aces,Media,2000000.0,Mumbai,2021,"3one4 Capital, DSP Group"
Kyt,EdTech,5000000.0,Bengaluru,2021,Alpha Wave Incubation
iMumz,HealthCare,300000.0,Bengaluru,2021,"Enzia Ventures, AngelList"
BharatPe,FinTech,8200000.0,New Delhi,2021,"Steadview Capital, Insight Partners"
CropIn,AgriTech,20000000.0,Bengaluru,2021,"Invested Development, Pratithi Investment Trust"
Vanity Wagon,Cosmetics,200000.0,Haryana,2021,"Dhianu Das, Agility Venture Partners"
Oyo,Hospitality,7000000.0,Gurugram,2021,Hindustan Media Venture
Agri10x,AgriTech,3000000.0,Pune,2021,Omnivore
BlackSoil,FinTech,4000000.0,Mumbai,2021,Awign Enterprises
HobSpace,EdTech,100000.0,Mumbai,2021,"Siddharth Bhaskar Shah, Upsparks"
DcodeAI,EdTech,500000.0,New Delhi,2021,S Chand
Biocon Biologics,BioTechnology,70000000.0,Bengaluru,2021,"Goldman Sachs, Tata Capital"
KiranaKart,E-commerce,720000.0,Mumbai,2021,Global Founders Capital
Meddo,HealthCare,3000000.0,Gurugram,2021,"growX ventures, Venture Gurukool"
SP Robotic Works,EdTech,3000000.0,Chennai,2021,Mount Judi India Growth Fund
3SC,Logistics,15000000.0,Gurugram,2021,GEF Capital’s South Asia Fund
Chai Waale,Food & Beverages,600000.0,Chennai,2021,"Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia"
Minimalist,Cosmetics,10000000.0,Jaipur,2021,Sequoia Capital
Biconomy,Blockchain,9000000.0,New Delhi,2021,"Mechanism Capital, DACM"
Fixcraft,Automotive,1000000.0,Gurugram,2021,Unknown
Slice,Financial Services,10000000.0,Bengaluru,2021,"Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital"
90+ My Tuition App,EdTech,5000000.0,Bengaluru,2021,Pearl Investment LLC
Wasabi,Consulting,1800000.0,Bengaluru,2021,"021 Capital, Sparrow Capital"
Strata,Real Estate,6000000.0,Bengaluru,2021,"Kotak Investment Advisors Limited, Gruhas Proptech"
Ourbetterplanet,E-commerce,300000.0,Bengaluru,2021,VANS Group
Murf,SaaS,1500000.0,Bengaluru,2021,Elevation Capital
JetSynthesys,Media,2000000.0,Pune,2021,Sachin Tendulkar
MYFITNESS,Fitness,1000000.0,Silvassa,2021,9Unicorns
I am Love,HealthCare,4000000.0,Mumbai,2021,Xentel Investments
MyGlamm,D2C,40000000.0,Mumbai,2021,Accel Partners
Gumlet,IT,1600000.0,Bengaluru,2021,Sequoia’s Surge
Eloelo,Gaming,2000000.0,Bengaluru,2021,"Waterbridge, Lumikai"
Edukemy,EdTech,2000000.0,Noida,2021,"Auxano, Falcon5"
Zingbus,Mobility,5000000.0,Gurugram,2021,Infoedge ventures
NewsReach,Media,300000.0,Ahmedabad,2021,JITO Angel Network
Pencilton,FinTech,330000.0,Hyderabad,2021,Jupiter
Bandhoo,IT,1000000.0,Gurugram,2021,Unitus Ventures
ixigo,IT,53000000.0,Gurugram,2021,"GIC, Infoedge"
The Whole Truth,Food & Beverages,6000000.0,Mumbai,2021,Sequoia Capital
Insane AI,Fitness,800000.0,Bengaluru,2021,pi Ventures
Learn4o Technology,E-learning,3000000.0,Jaipur,2021,IAN
Droom,Automobile,200000000.0,Gurugram,2021,Unknown
Skymet,Environmental Services,1000000.0,Noida,2021,"Northern Arc, Caspian Impact Investments"
Go Swift,Consumer Services,2000000.0,Bengaluru,2021,Kalaari Capital
Mamaearth,HealthCare,50000000.0,Gurugram,2021,Sofina Ventures SA
G,D2C,36000000.0,Bengaluru,2021,"Tiger Global, Flipkart Ventures"
Keeros,Food & Beverages,3000000.0,Lucknow,2021,Venture Catalysts
ReDesyn,Merchandise,300000.0,Mumbai,2021,Anthill Ventures
Inspacco,Facilities Services,200000.0,Pune,2021,Unknown
Knorish,EdTech,1000000.0,Gurugram,2021,"Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate"
Dozee,HealthCare,5000000.0,Bengaluru,2021,Prime VP
BlackBuck,Logistics & Supply Chain,67000000.0,Bengaluru,2021,"Tribe Capital, IFC Emerging Asia Fund, VEF"
Mailmodo,Marketing & Advertising,2000000.0,Bengaluru,2021,"Sequoia’s Surge, Y Combinator"
SuperBeings,Computer software,3000000.0,Bengaluru,2021,Endiya Partners
NirogStreet,HealthCare,2500000.0,New Delhi,2021,"Gokul Rajaram, Pureland Venture, Wavemaker Partners"
Hyreo,Human Resources,3000000.0,Thiruvananthapuram,2021,Callapina Capital
GODI Energy,Automotive,3000000.0,Hyderabad,2021,Blue Ashva Capital
Even,HealthCare,5000000.0,Bengaluru,2021,Khosla Ventures
Captain Fresh,Logistics,12000000.0,Bengaluru,2021,"Accel Partners, Matrix India"
Otipy,Food & Beverages,10200000.0,Gurugram,2021,"Omidyar Network India, Innoven Capital"
Lenskart,Eyewear,220000000.0,Faridabad,2021,"Temasek, Falcon Edge"
